barcode,hit count,enterobase serotype,enterobase species,mash species,1436893830000|3159571,1436893909000|3159808,2873786891000|3159389,2873787160000|3160196,4310679577000|3158082,4310679772000|3158667,4310679831000|3158844,4310680254000|3160113,4310680315000|3160296,4310680399000|3160548
ESC_FA7905AA_AS,8,,Escherichia coli,,1,1,1,0,0,1,1,1,1,1
ESC_CA3948AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3880AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA0591AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA2226AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_PA0832AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_PA1640AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA2597AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_JA5476AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA0164AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1585AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA8379AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA2720AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_HA5416AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7574AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_CA0336AA_AS,9,,Escherichia coli,,1,1,1,0,1,1,1,1,1,1
ESC_KA7842AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0556AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA0318AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA8281AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1952AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA9408AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1643AA_AS,0,Flexneri6,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_FA9558AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7500AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1874AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7714AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_MA7217AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA4759AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA7601AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA9281AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA3065AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3056AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1650AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3743AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_BA8809AA_AS,2,Flexneri4,Shigella flexneri,,0,0,0,0,0,1,1,0,0,0
ESC_LA6110AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7391AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA5011AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA4342AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA1766AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0911AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA7087AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7705AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA7746AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA0662AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4280AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2147AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7903AA_AS,0,Flexneri 6,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_AA9774AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA0908AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4142AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_IA9697AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1563AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_MA3758AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA0520AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA9321AA_AS,10,O80:H2,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA8979AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA8438AA_AS,10,E. Coli O103:Undetermined,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2224AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0396AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_OA5194AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA6994AA_AS,0,2a,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_IA3900AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA6029AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_CA3677AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_MA2636AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6379AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA1866AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA6168AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA6230AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA6792AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0476AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0880AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA8463AA_AS,0,3A,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_HA2399AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9625AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_LA4762AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA0766AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8271AA_AS,10,O1:H21,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA0823AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA0088AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_FA6684AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3946AA_AS,8,,Escherichia coli,,1,1,1,1,1,0,0,1,1,1
ESC_IA1244AA_AS,10,O103,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA6311AA_AS,0,Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_LA5721AA_AS,10,O78:K80:H12,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA8988AA_AS,10,O4,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA1129AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA3844AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA7220AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2430AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4192AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3119AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA3491AA_AS,0,Shigella Boydii,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_GA3581AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA9370AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA4771AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0609AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA8788AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA0602AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1572AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_OA9797AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA7953AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA6866AA_AS,10,O11:H53,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA2074AA_AS,9,,,,1,1,1,1,1,1,1,1,1,0
ESC_BA0092AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9448AA_AS,8,,Escherichia coli,,1,1,1,1,0,1,1,0,1,1
ESC_IA1442AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA5052AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1739AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA4972AA_AS,8,,Escherichia coli,,1,1,0,1,0,1,1,1,1,1
ESC_LA4510AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6333AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA2297AA_AS,9,O157,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_LA2943AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_AA9778AA_AS,0,Flexneri2,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_PA2104AA_AS,10,,Shigella boydii,,1,1,1,1,1,1,1,1,1,1
ESC_JA4790AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA8818AA_AS,8,,Escherichia coli,,1,1,1,1,1,1,1,0,0,1
ESC_OA0146AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9946AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA5050AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6342AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_KA8786AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA3721AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA3448AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4488AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8719AA_AS,9,O413:H30,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_FA9547AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0454AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA6295AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA2398AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1760AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_HA7894AA_AS,10,O43:H12,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3770AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_PA0485AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3506AA_AS,8,,Escherichia coli,,1,1,1,0,1,1,1,1,1,0
ESC_BA5604AA_AS,8,,Escherichia coli,,1,0,1,0,1,1,1,1,1,1
ESC_BA8671AA_AS,10,O103,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3325AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_OA9793AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0830AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA8380AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA6331AA_AS,0,Flexneri2,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_CA5828AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA3416AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA6430AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3774AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_GA6982AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA8804AA_AS,9,O118:H12,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_IA9701AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3864AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA8990AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA5723AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA8397AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4126AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA0036AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA8427AA_AS,10,O121,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA2794AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9816AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_IA7514AA_AS,8,,Escherichia coli,,1,0,1,1,0,1,1,1,1,1
ESC_IA8958AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7793AA_AS,9,O17:H49,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_MA7600AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4000AA_AS,10,E. Coli O178:H19,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA0586AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3345AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_JA4310AA_AS,0,Shigella Boydii,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_HA7549AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5782AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA8737AA_AS,10,O103,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4781AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA0443AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1485AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA6129AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA4847AA_AS,0,3B,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_IA4912AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6851AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA1367AA_AS,0,3A,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_PA2424AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA5571AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA0304AA_AS,10,O83,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0542AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7697AA_AS,8,,Escherichia coli,,1,1,1,0,1,1,1,1,1,0
ESC_FA7012AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA8430AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA8100AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA9208AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_KA7757AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA8405AA_AS,10,O121,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6597AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6921AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_BA6784AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_PA2392AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1678AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA3760AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_IA6511AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3822AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA7576AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3118AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA3599AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA3862AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6035AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA2841AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA0959AA_AS,8,11,Shigella boydii,,1,1,1,0,1,1,1,1,1,0
ESC_GA7908AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA3672AA_AS,10,O120,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9128AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7551AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA7619AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_AA8403AA_AS,0,Flexneri1,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_AA9365AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9595AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2520AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA5054AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2863AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_MA3073AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_PA1081AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1499AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0837AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA4676AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA0065AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA7483AA_AS,0,2a,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_HA7399AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA3577AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_JA0661AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA1734AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4413AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4936AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_KA3979AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA9976AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2965AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA7582AA_AS,6,,,,1,0,1,1,1,1,1,0,0,0
ESC_HA1404AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_HA9002AA_AS,10,O114,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1484AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA2256AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA3230AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_JA7550AA_AS,6,,Escherichia coli,,0,1,0,1,1,0,0,1,1,1
ESC_CA1670AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA5950AA_AS,6,,Escherichia coli,,1,0,1,1,0,0,0,1,1,1
ESC_PA1555AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3805AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_PA2543AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4805AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6145AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9691AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9870AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,0,1,1,1
ESC_CA3627AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA7333AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3029AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4931AA_AS,0,Shigella Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_FA4653AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA0409AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,0,1,1,1
ESC_BA7247AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4249AA_AS,7,,Escherichia coli,,0,1,1,1,0,1,1,0,1,1
ESC_GA0604AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1789AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA8444AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA4117AA_AS,5,,Escherichia coli,,0,1,0,1,1,0,0,0,1,1
ESC_HA7266AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA3994AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_IA0571AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_AA8191AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7750AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA7853AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA4465AA_AS,10,Escherichia Coli,,,1,1,1,1,1,1,1,1,1,1
ESC_GA8623AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2753AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_GA7573AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1754AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA2556AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4309AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4428AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9975AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA6531AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1925AA_AS,8,,Escherichia coli,,1,0,1,1,1,1,1,1,1,0
ESC_JA0167AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6345AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7476AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5675AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_BA5129AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_BA3712AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA3728AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA9942AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6364AA_AS,9,O157,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_BA0734AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA8040AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA6293AA_AS,9,,Escherichia coli,,1,1,1,0,1,1,1,1,1,1
ESC_FA7854AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7836AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6128AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_IA2430AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA3579AA_AS,1,Shigella Flexneri,Shigella flexneri,,0,0,1,0,0,0,0,0,0,0
